thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
177,0,177,[np.float64(0.42333333333333334)],[np.float64(0.22166666666666668)],[1],[0],[0],[1.3538480830029584],['target'],177,0,177,0,323.8965479999897,,5,323.8895667089964,323.8965479999897,323.8965479999897,0.012264250020962209,325.2434762499761,[np.float64(0.42333333333333334)],[np.float64(0.22166666666666668)],[1],[0],[0],[1.3538480830029584],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
178,0,178,[np.float64(0.43833333333333335)],[np.float64(-0.16)],[1],[0],[0],[1.7303794999897946],['target'],178,0,178,0,325.2719099999813,,10,325.2634541669977,325.2719099999813,325.2719099999813,0.019813249993603677,326.99387783400016,[np.float64(0.43833333333333335)],[np.float64(-0.16)],[1],[0],[0],[1.7303794999897946],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
179,0,179,[np.float64(-0.335)],[np.float64(-0.19666666666666666)],[1],[0],[0],[2.0320904580003116],['target'],179,0,179,0,327.01935962497373,,10,327.01181795899174,327.01935962497373,327.01935962497373,0.01776579100987874,329.04395604197634,[np.float64(-0.335)],[np.float64(-0.19666666666666666)],[1],[0],[0],[2.0320904580003116],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
180,0,180,[np.float64(-0.485)],[np.float64(-0.25333333333333335)],[1],[0],[0],[2.765457375004189],['target'],180,0,180,0,329.069272541994,,10,329.0618600839807,329.069272541994,329.069272541994,0.017743083008099347,331.8273624999856,[np.float64(-0.485)],[np.float64(-0.25333333333333335)],[1],[0],[0],[2.765457375004189],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
181,0,181,[np.float64(-0.16666666666666666)],[np.float64(0.40166666666666667)],[1],[0],[0],[2.071919792011613],['target'],181,0,181,0,331.8448324999772,,5,331.83835799997905,331.8448324999772,331.8448324999772,0.010839416994713247,333.91034354199655,[np.float64(-0.16666666666666666)],[np.float64(0.40166666666666667)],[1],[0],[0],[2.071919792011613],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
182,0,182,[np.float64(0.2866666666666667)],[np.float64(-0.4)],[1],[0],[0],[2.2542592090030666],['target'],182,0,182,0,333.9296492089925,,5,333.92263295900193,333.9296492089925,333.9296492089925,0.01211874998989515,336.176948791981,[np.float64(0.2866666666666667)],[np.float64(-0.4)],[1],[0],[0],[2.2542592090030666],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
183,0,183,[np.float64(0.20666666666666667)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.4872904999938328],['target'],183,0,183,0,336.196228041983,,5,336.1893565419887,336.196228041983,336.196228041983,0.01224400001228787,337.6767193339765,[np.float64(0.20666666666666667)],[np.float64(-0.14166666666666666)],[1],[0],[0],[1.4872904999938328],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
184,0,184,[np.float64(0.325)],[np.float64(0.0033333333333333335)],[1],[0],[0],[0.9968709579843562],['target'],184,0,184,0,337.70487191699794,,10,337.69684708397835,337.70487191699794,337.70487191699794,0.01996541701373644,338.69375687499996,[np.float64(0.325)],[np.float64(0.0033333333333333335)],[1],[0],[0],[0.9968709579843562],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
185,0,185,[np.float64(-0.22)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.9075815830146894],['target'],185,0,185,0,338.7111154589802,,5,338.7047189589939,338.7111154589802,338.7111154589802,0.010810500010848045,340.61236670898506,[np.float64(-0.22)],[np.float64(0.21833333333333332)],[1],[0],[0],[1.9075815830146894],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
186,0,186,[np.float64(-0.04666666666666667)],[np.float64(0.17166666666666666)],[1],[0],[0],[0.9852839169907384],['target'],186,0,186,0,340.6318486669916,,5,340.6249087089964,340.6318486669916,340.6318486669916,0.012405999994371086,341.6102569169889,[np.float64(-0.04666666666666667)],[np.float64(0.17166666666666666)],[1],[0],[0],[0.9852839169907384],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
187,0,187,[np.float64(-0.41)],[np.float64(-0.49)],[1],[0],[0],[3.287817458010977],['target'],187,0,187,0,341.6290339169791,,5,341.6220250419865,341.6290339169791,341.6290339169791,0.011598790995776653,344.90990358398994,[np.float64(-0.41)],[np.float64(-0.49)],[1],[0],[0],[3.287817458010977],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
188,0,188,[np.float64(0.15)],[np.float64(-0.44)],[1],[0],[0],[2.1797707919904497],['target'],188,0,188,0,344.9391640419781,,10,344.9306764169887,344.9391640419781,344.9391640419781,0.02057875000173226,347.1104916249751,[np.float64(0.15)],[np.float64(-0.44)],[1],[0],[0],[2.1797707919904497],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
189,0,189,[np.float64(0.19)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.7395499999984168],['target'],189,0,189,0,347.1272505839879,,5,347.1207744589774,347.1272505839879,347.1272505839879,0.010116833000211045,348.8603769999754,[np.float64(0.19)],[np.float64(0.19333333333333333)],[1],[0],[0],[1.7395499999984168],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
190,0,190,[np.float64(-0.34)],[np.float64(-0.43166666666666664)],[1],[0],[0],[2.2715673329948913],['target'],190,0,190,0,348.8786619169987,,5,348.8718069169845,348.8786619169987,348.8786619169987,0.011303707986371592,351.1434559999907,[np.float64(-0.34)],[np.float64(-0.43166666666666664)],[1],[0],[0],[2.2715673329948913],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
191,0,191,[np.float64(0.48333333333333334)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.238949833990773],['target'],191,0,191,0,351.16221779197804,,5,351.1554958749912,351.16221779197804,351.16221779197804,0.01186287502059713,353.394501666975,[np.float64(0.48333333333333334)],[np.float64(-0.4866666666666667)],[1],[0],[0],[2.238949833990773],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
192,0,192,[np.float64(0.015)],[np.float64(0.20166666666666666)],[1],[0],[0],[1.952691375016002],['target'],192,0,192,0,353.41427079198183,,5,353.40704208399984,353.41427079198183,353.41427079198183,0.012380166997900233,355.35978208397864,[np.float64(0.015)],[np.float64(0.20166666666666666)],[1],[0],[0],[1.952691375016002],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
193,0,193,[np.float64(0.17333333333333334)],[np.float64(-0.3016666666666667)],[1],[0],[0],[1.7544397920137271],['target'],193,0,193,0,355.37863937497605,,5,355.3718810839928,355.37863937497605,355.37863937497605,0.011932124994928017,357.12636799999746,[np.float64(0.17333333333333334)],[np.float64(-0.3016666666666667)],[1],[0],[0],[1.7544397920137271],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
194,0,194,[np.float64(0.016666666666666666)],[np.float64(0.3333333333333333)],[1],[0],[0],[2.1806019169744104],['target'],194,0,194,0,357.1549387499981,,10,357.1464499589929,357.1549387499981,357.1549387499981,0.01995237500523217,359.32709141698433,[np.float64(0.016666666666666666)],[np.float64(0.3333333333333333)],[1],[0],[0],[2.1806019169744104],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
195,0,195,[np.float64(-0.17333333333333334)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.813384249981027],['target'],195,0,195,0,359.3531792499998,,10,359.3457427919784,359.3531792499998,359.3531792499998,0.018476375000318512,361.1591631670017,[np.float64(-0.17333333333333334)],[np.float64(0.013333333333333334)],[1],[0],[0],[1.813384249981027],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
196,0,196,[np.float64(-0.051666666666666666)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.3436997919925489],['target'],196,0,196,0,361.174382874975,,5,361.16864545899443,361.174382874975,361.174382874975,0.00934058299753815,362.51241199998185,[np.float64(-0.051666666666666666)],[np.float64(-0.14833333333333334)],[1],[0],[0],[1.3436997919925489],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
197,0,197,[np.float64(-0.38333333333333336)],[np.float64(-0.23166666666666666)],[1],[0],[0],[1.750966708001215],['target'],197,0,197,0,362.53296354197664,,5,362.52588266698876,362.53296354197664,362.53296354197664,0.013302709005074576,364.2769146669889,[np.float64(-0.38333333333333336)],[np.float64(-0.23166666666666666)],[1],[0],[0],[1.750966708001215],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
198,0,198,[np.float64(0.25666666666666665)],[np.float64(0.4716666666666667)],[1],[0],[0],[2.8944974999758415],['target'],198,0,198,0,364.3074868339754,,10,364.2989248340018,364.3074868339754,364.3074868339754,0.021827457996550947,367.1934560419759,[np.float64(0.25666666666666665)],[np.float64(0.4716666666666667)],[1],[0],[0],[2.8944974999758415],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
199,0,199,[np.float64(-0.14166666666666666)],[np.float64(-0.19166666666666668)],[1],[0],[0],[3.232224750012392],['target'],199,0,199,0,367.2185804589826,,10,367.2113754169841,367.2185804589826,367.2185804589826,0.01777404098538682,370.4436487919884,[np.float64(-0.14166666666666666)],[np.float64(-0.19166666666666668)],[1],[0],[0],[3.232224750012392],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
