thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
58,0,58,[np.float64(-0.17833333333333334)],[np.float64(0.051666666666666666)],[1],[0],[0],[1.7151222919928841],['target'],58,0,58,0,113.33633291698061,,10,113.32906704198103,113.33633291698061,113.33633291698061,0.018111374985892326,115.04423037500237,[np.float64(-0.17833333333333334)],[np.float64(0.051666666666666666)],[1],[0],[0],[1.7151222919928841],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
59,0,59,[np.float64(0.22833333333333333)],[np.float64(0.04666666666666667)],[1],[0],[0],[1.9983064589905553],['target'],59,0,59,0,115.07116537497495,,10,115.06336824997561,115.07116537497495,115.07116537497495,0.018968582997331396,117.06171754197567,[np.float64(0.22833333333333333)],[np.float64(0.04666666666666667)],[1],[0],[0],[1.9983064589905553],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
60,0,60,[np.float64(0.465)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.954665124998428],['target'],60,0,60,0,117.07952266698703,,5,117.07289137499174,117.07952266698703,117.07952266698703,0.011012500006472692,119.02761962497607,[np.float64(0.465)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.954665124998428],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
61,0,61,[np.float64(-0.42)],[np.float64(0.34833333333333333)],[1],[0],[0],[2.3619008749956265],['target'],61,0,61,0,119.05739545897814,,10,119.04872116699698,119.05739545897814,119.05739545897814,0.020913957996526733,121.41066458399291,[np.float64(-0.42)],[np.float64(0.34833333333333333)],[1],[0],[0],[2.3619008749956265],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
62,0,62,[np.float64(-0.015)],[np.float64(0.06333333333333334)],[1],[0],[0],[2.315576291002799],['target'],62,0,62,0,121.43631191700115,,10,121.4292079169827,121.43631191700115,121.43631191700115,0.0183725829992909,123.74482554200222,[np.float64(-0.015)],[np.float64(0.06333333333333334)],[1],[0],[0],[2.315576291002799],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
63,0,63,[np.float64(-0.035)],[np.float64(0.485)],[1],[0],[0],[3.34684399998514],['target'],63,0,63,0,123.77222645899747,,10,123.76442570899962,123.77222645899747,123.77222645899747,0.01944320899201557,127.11131354200188,[np.float64(-0.035)],[np.float64(0.485)],[1],[0],[0],[3.34684399998514],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
64,0,64,[np.float64(0.30833333333333335)],[np.float64(0.27)],[1],[0],[0],[1.48185883401311],['target'],64,0,64,0,127.13685849998728,,10,127.12931299998309,127.13685849998728,127.13685849998728,0.017835832986747846,128.61121674999595,[np.float64(0.30833333333333335)],[np.float64(0.27)],[1],[0],[0],[1.48185883401311],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
65,0,65,[np.float64(0.46166666666666667)],[np.float64(-0.16)],[1],[0],[0],[1.9739811249892227],['target'],65,0,65,0,128.6290651249874,,5,128.62256479199277,128.6290651249874,128.6290651249874,0.011173083010362461,130.59660987497773,[np.float64(0.46166666666666667)],[np.float64(-0.16)],[1],[0],[0],[1.9739811249892227],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
66,0,66,[np.float64(0.43166666666666664)],[np.float64(0.40166666666666667)],[1],[0],[0],[1.850660333991982],['target'],66,0,66,0,130.616613124992,,5,130.60963016698952,130.616613124992,130.616613124992,0.012851334002334625,132.46035449998453,[np.float64(0.43166666666666664)],[np.float64(0.40166666666666667)],[1],[0],[0],[1.850660333991982],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
67,0,67,[np.float64(0.006666666666666667)],[np.float64(-0.006666666666666667)],[1],[0],[0],[3.811534334003227],['target'],67,0,67,0,132.4911115419818,,10,132.4823976669868,132.4911115419818,132.4911115419818,0.021860167005797848,136.29397416699794,[np.float64(0.006666666666666667)],[np.float64(-0.006666666666666667)],[1],[0],[0],[3.811534334003227],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
68,0,68,[np.float64(-0.5016666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[3.064569832989946],['target'],68,0,68,0,136.32101249997504,,10,136.31314645899693,136.32101249997504,136.32101249997504,0.019004166999366134,139.3777611249825,[np.float64(-0.5016666666666667)],[np.float64(-0.06333333333333334)],[1],[0],[0],[3.064569832989946],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
69,0,69,[np.float64(0.14166666666666666)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.0144711660104804],['target'],69,0,69,0,139.40421304199845,,10,139.3967162919871,139.40421304199845,139.40421304199845,0.018768291018204764,140.4112317499821,[np.float64(0.14166666666666666)],[np.float64(0.043333333333333335)],[1],[0],[0],[1.0144711660104804],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
70,0,70,[np.float64(-0.0016666666666666668)],[np.float64(-0.20166666666666666)],[1],[0],[0],[1.1056902080017608],['target'],70,0,70,0,140.42942470900016,,5,140.42250074999174,140.42942470900016,140.42942470900016,0.01109987500240095,141.52824837499065,[np.float64(-0.0016666666666666668)],[np.float64(-0.20166666666666666)],[1],[0],[0],[1.1056902080017608],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
71,0,71,[np.float64(-0.125)],[np.float64(0.47333333333333333)],[1],[0],[0],[1.4038302499975543],['target'],71,0,71,0,141.54648941699998,,5,141.53995812498033,141.54648941699998,141.54648941699998,0.011562792002223432,142.94383483397542,[np.float64(-0.125)],[np.float64(0.47333333333333333)],[1],[0],[0],[1.4038302499975543],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
72,0,72,[np.float64(-0.41)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.705850999976974],['target'],72,0,72,0,142.96160487498855,,5,142.95527258398943,142.96160487498855,142.96160487498855,0.011303459003102034,144.66118266698322,[np.float64(-0.41)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.705850999976974],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
73,0,73,[np.float64(0.5016666666666667)],[np.float64(-0.33666666666666667)],[1],[0],[0],[3.096025875012856],['target'],73,0,73,0,144.6897764589812,,10,144.68135587498546,144.6897764589812,144.6897764589812,0.020011333021102473,147.77741987499758,[np.float64(0.5016666666666667)],[np.float64(-0.33666666666666667)],[1],[0],[0],[3.096025875012856],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
74,0,74,[np.float64(-0.045)],[np.float64(0.16666666666666666)],[1],[0],[0],[2.2645409170072526],['target'],74,0,74,0,147.80371320899576,,10,147.79627016698942,147.80371320899576,147.80371320899576,0.01867462499649264,150.06085791697842,[np.float64(-0.045)],[np.float64(0.16666666666666666)],[1],[0],[0],[2.2645409170072526],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
75,0,75,[np.float64(0.36666666666666664)],[np.float64(0.285)],[1],[0],[0],[1.1570660840079654],['target'],75,0,75,0,150.07710987498285,,5,150.07097629198688,150.07710987498285,150.07710987498285,0.009950334002496675,151.22811745898798,[np.float64(0.36666666666666664)],[np.float64(0.285)],[1],[0],[0],[1.1570660840079654],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
76,0,76,[np.float64(0.22833333333333333)],[np.float64(0.175)],[1],[0],[0],[1.1286554590042215],['target'],76,0,76,0,151.25748491697595,,10,151.24902166699758,151.25748491697595,151.25748491697595,0.020721208973554894,152.37772595899878,[np.float64(0.22833333333333333)],[np.float64(0.175)],[1],[0],[0],[1.1286554590042215],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
77,0,77,[np.float64(0.10666666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.007492959004594],['target'],77,0,77,0,152.39516066698707,,5,152.38872679197812,152.39516066698707,152.39516066698707,0.01084266699035652,153.39628616700065,[np.float64(0.10666666666666667)],[np.float64(-0.06666666666666667)],[1],[0],[0],[1.007492959004594],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
78,0,78,[np.float64(0.28)],[np.float64(-0.01)],[1],[0],[0],[1.0344124580151401],['target'],78,0,78,0,153.41626999998698,,5,153.4093360839761,153.41626999998698,153.41626999998698,0.012882249982794747,154.44379366698558,[np.float64(0.28)],[np.float64(-0.01)],[1],[0],[0],[1.0344124580151401],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
79,0,79,[np.float64(0.44166666666666665)],[np.float64(0.07166666666666667)],[1],[0],[0],[1.2727155000029597],['target'],79,0,79,0,154.4619991669897,,5,154.45558604199323,154.4619991669897,154.4619991669897,0.011654125002678484,155.72835874999873,[np.float64(0.44166666666666665)],[np.float64(0.07166666666666667)],[1],[0],[0],[1.2727155000029597],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
80,0,80,[np.float64(0.1)],[np.float64(-0.4266666666666667)],[1],[0],[0],[4.96118766698055],['target'],80,0,80,0,155.75827370898332,,10,155.749566124985,155.75827370898332,155.75827370898332,0.0210376670002006,160.71080933397752,[np.float64(0.1)],[np.float64(-0.4266666666666667)],[1],[0],[0],[4.96118766698055],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
81,0,81,[np.float64(0.255)],[np.float64(0.125)],[1],[0],[0],[1.397913458000403],['target'],81,0,81,0,160.73755504199653,,10,160.72971158399014,160.73755504199653,160.73755504199653,0.018727457994828,162.12767012498807,[np.float64(0.255)],[np.float64(0.125)],[1],[0],[0],[1.397913458000403],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
82,0,82,[np.float64(-0.08833333333333333)],[np.float64(0.315)],[1],[0],[0],[1.131232166022528],['target'],82,0,82,0,162.15357558400137,,10,162.14628779198392,162.15357558400137,162.15357558400137,0.018448457994963974,163.27756587497424,[np.float64(-0.08833333333333333)],[np.float64(0.315)],[1],[0],[0],[1.131232166022528],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
83,0,83,[np.float64(-0.33666666666666667)],[np.float64(-0.021666666666666667)],[1],[0],[0],[1.2397080829832703],['target'],83,0,83,0,163.29414395897766,,5,163.28768162499182,163.29414395897766,163.29414395897766,0.009947707992978394,164.52745129200048,[np.float64(-0.33666666666666667)],[np.float64(-0.021666666666666667)],[1],[0],[0],[1.2397080829832703],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
84,0,84,[np.float64(-0.14833333333333334)],[np.float64(-0.48833333333333334)],[1],[0],[0],[2.3624149579845835],['target'],84,0,84,0,164.55644224997377,,10,164.54799262498273,164.55644224997377,164.55644224997377,0.020368666999274865,166.910441333981,[np.float64(-0.14833333333333334)],[np.float64(-0.48833333333333334)],[1],[0],[0],[2.3624149579845835],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
85,0,85,[np.float64(-0.07833333333333334)],[np.float64(0.03666666666666667)],[1],[0],[0],[1.3652959580067545],['target'],85,0,85,0,166.9359620839823,,10,166.9282809169963,166.9359620839823,166.9359620839823,0.01769533401238732,168.29361645897734,[np.float64(-0.07833333333333334)],[np.float64(0.03666666666666667)],[1],[0],[0],[1.3652959580067545],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
86,0,86,[np.float64(0.2783333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.224708041001577],['target'],86,0,86,0,168.31006379198516,,5,168.30359691698686,168.31006379198516,168.31006379198516,0.009836041019298136,169.5283659589768,[np.float64(0.2783333333333333)],[np.float64(-0.16333333333333333)],[1],[0],[0],[1.224708041001577],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
87,0,87,[np.float64(-0.445)],[np.float64(0.25833333333333336)],[1],[0],[0],[2.045731624995824],['target'],87,0,87,0,169.55720687497524,,10,169.54850295899087,169.55720687497524,169.55720687497524,0.019977707997895777,171.59427416700055,[np.float64(-0.445)],[np.float64(0.25833333333333336)],[1],[0],[0],[2.045731624995824],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
88,0,88,[np.float64(-0.0016666666666666668)],[np.float64(0.35)],[1],[0],[0],[1.1818016249744687],['target'],88,0,88,0,171.62042870899313,,10,171.61281270897598,171.62042870899313,171.62042870899313,0.018373957980656996,172.7947336669895,[np.float64(-0.0016666666666666668)],[np.float64(0.35)],[1],[0],[0],[1.1818016249744687],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
89,0,89,[np.float64(0.47833333333333333)],[np.float64(0.011666666666666667)],[1],[0],[0],[2.071585874975426],['target'],89,0,89,0,172.81147758397856,,5,172.80511737498455,172.81147758397856,172.81147758397856,0.010211875021923333,174.87675716698868,[np.float64(0.47833333333333333)],[np.float64(0.011666666666666667)],[1],[0],[0],[2.071585874975426],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
90,0,90,[np.float64(-0.07333333333333333)],[np.float64(0.295)],[1],[0],[0],[1.322459708986571],['target'],90,0,90,0,174.894315499987,,5,174.8879194999754,174.894315499987,174.894315499987,0.011007249995600432,176.2104409589956,[np.float64(-0.07333333333333333)],[np.float64(0.295)],[1],[0],[0],[1.322459708986571],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
91,0,91,[np.float64(-0.175)],[np.float64(-0.22833333333333333)],[1],[0],[0],[1.995914666011231],['target'],91,0,91,0,176.23938225000165,,10,176.2310534999997,176.23938225000165,176.23938225000165,0.020449542003916577,178.2270007499901,[np.float64(-0.175)],[np.float64(-0.22833333333333333)],[1],[0],[0],[1.995914666011231],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
92,0,92,[np.float64(-0.011666666666666667)],[np.float64(-0.22833333333333333)],[1],[0],[0],[1.1570223749731667],['target'],92,0,92,0,178.24362820899114,,5,178.23696941699018,178.24362820899114,178.24362820899114,0.009824792010476813,179.394058166974,[np.float64(-0.011666666666666667)],[np.float64(-0.22833333333333333)],[1],[0],[0],[1.1570223749731667],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
93,0,93,[np.float64(-0.2833333333333333)],[np.float64(0.06833333333333333)],[1],[0],[0],[1.1717062919924501],['target'],93,0,93,0,179.4124094589788,,5,179.405522999994,179.4124094589788,179.4124094589788,0.011287083005299792,180.5772562919883,[np.float64(-0.2833333333333333)],[np.float64(0.06833333333333333)],[1],[0],[0],[1.1717062919924501],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
94,0,94,[np.float64(-0.395)],[np.float64(0.27666666666666667)],[1],[0],[0],[1.197718250012258],['target'],94,0,94,0,180.60502724998514,,10,180.59682395900018,180.60502724998514,180.60502724998514,0.019431291992077604,181.79458170899306,[np.float64(-0.395)],[np.float64(0.27666666666666667)],[1],[0],[0],[1.197718250012258],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
95,0,95,[np.float64(-0.175)],[np.float64(0.29833333333333334)],[1],[0],[0],[1.0389167079993058],['target'],95,0,95,0,181.81200624999474,,5,181.80546174998744,181.81200624999474,181.81200624999474,0.01072170800762251,182.84444037498906,[np.float64(-0.175)],[np.float64(0.29833333333333334)],[1],[0],[0],[1.0389167079993058],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
96,0,96,[np.float64(-0.36)],[np.float64(0.29833333333333334)],[1],[0],[0],[1.0534371669928078],['target'],96,0,96,0,182.8641211669892,,5,182.85684595900238,182.8641211669892,182.8641211669892,0.012238333001732826,183.91035320897936,[np.float64(-0.36)],[np.float64(0.29833333333333334)],[1],[0],[0],[1.0534371669928078],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
97,0,97,[np.float64(-0.4166666666666667)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.5625665419793222],['target'],97,0,97,0,183.9394080839993,,10,183.93049695898662,183.9394080839993,183.9394080839993,0.019976250012405217,185.49309674999677,[np.float64(-0.4166666666666667)],[np.float64(0.48333333333333334)],[1],[0],[0],[1.5625665419793222],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
98,0,98,[np.float64(0.21)],[np.float64(0.43)],[1],[0],[0],[2.0673370830190834],['target'],98,0,98,0,185.51705758398748,,10,185.5100981669966,185.51705758398748,185.51705758398748,0.01684804100659676,187.57747120899148,[np.float64(0.21)],[np.float64(0.43)],[1],[0],[0],[2.0673370830190834],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
99,0,99,[np.float64(0.15833333333333333)],[np.float64(0.4)],[1],[0],[0],[1.2658107919851318],['target'],99,0,99,0,187.60276720899856,,10,187.5953367089969,187.60276720899856,187.60276720899856,0.017731291998643428,188.86119137497735,[np.float64(0.15833333333333333)],[np.float64(0.4)],[1],[0],[0],[1.2658107919851318],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
100,0,100,[np.float64(0.3)],[np.float64(-0.39166666666666666)],[1],[0],[0],[2.1217972500016913],['target'],100,0,100,0,188.87875116697978,,5,188.87218649999704,188.87875116697978,188.87875116697978,0.010838416987098753,190.99403933397844,[np.float64(0.3)],[np.float64(-0.39166666666666666)],[1],[0],[0],[2.1217972500016913],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
101,0,101,[np.float64(0.21833333333333332)],[np.float64(0.08166666666666667)],[1],[0],[0],[1.2717377500084694],['target'],101,0,101,0,191.0121105419821,,5,191.0053785420023,191.0121105419821,191.0121105419821,0.011195625003892928,192.2771727090003,[np.float64(0.21833333333333332)],[np.float64(0.08166666666666667)],[1],[0],[0],[1.2717377500084694],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
102,0,102,[np.float64(-0.12166666666666667)],[np.float64(-0.03)],[1],[0],[0],[1.704997207998531],['target'],102,0,102,0,192.29594933398766,,5,192.28901204199065,192.29594933398766,192.29594933398766,0.011678167007630691,193.99405779197696,[np.float64(-0.12166666666666667)],[np.float64(-0.03)],[1],[0],[0],[1.704997207998531],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
103,0,103,[np.float64(-0.4583333333333333)],[np.float64(-0.245)],[1],[0],[0],[1.3880498750077095],['target'],103,0,103,0,194.01255133398809,,5,194.00561345898313,194.01255133398809,194.01255133398809,0.01141466700937599,195.3937203749956,[np.float64(-0.4583333333333333)],[np.float64(-0.245)],[1],[0],[0],[1.3880498750077095],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
104,0,104,[np.float64(-0.165)],[np.float64(-0.28833333333333333)],[1],[0],[0],[1.1119220840046182],['target'],104,0,104,0,195.4241949999996,,10,195.41533299998264,195.4241949999996,195.4241949999996,0.021430374996270984,196.5272926669859,[np.float64(-0.165)],[np.float64(-0.28833333333333333)],[1],[0],[0],[1.1119220840046182],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
105,0,105,[np.float64(0.245)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.923757165990537],['target'],105,0,105,0,196.5441837089893,,5,196.53779483397375,196.5441837089893,196.5441837089893,0.010345582995796576,198.46162591699976,[np.float64(0.245)],[np.float64(0.25666666666666665)],[1],[0],[0],[1.923757165990537],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
106,0,106,[np.float64(-0.175)],[np.float64(0.0)],[1],[0],[0],[1.5858022500178777],['target'],106,0,106,0,198.48164158398868,,5,198.47453325000242,198.48164158398868,198.48164158398868,0.012736292002955452,200.0603872499778,[np.float64(-0.175)],[np.float64(0.0)],[1],[0],[0],[1.5858022500178777],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
107,0,107,[np.float64(-0.26)],[np.float64(-0.225)],[1],[0],[0],[1.138091250002617],['target'],107,0,107,0,200.07832820899785,,5,200.07161937499768,200.07832820899785,200.07832820899785,0.011091708001913503,201.20976045899442,[np.float64(-0.26)],[np.float64(-0.225)],[1],[0],[0],[1.138091250002617],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
108,0,108,[np.float64(0.14666666666666667)],[np.float64(0.255)],[1],[0],[0],[1.5222226670011878],['target'],108,0,108,0,201.22797966699,,5,201.22098762498354,201.22797966699,201.22797966699,0.011094249988673255,202.7432741249795,[np.float64(0.14666666666666667)],[np.float64(0.255)],[1],[0],[0],[1.5222226670011878],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
109,0,109,[np.float64(-0.4633333333333333)],[np.float64(-0.475)],[1],[0],[0],[1.9235170409956481],['target'],109,0,109,0,202.76079454200226,,5,202.75422929198248,202.76079454200226,202.76079454200226,0.010814749985001981,204.677808583976,[np.float64(-0.4633333333333333)],[np.float64(-0.475)],[1],[0],[0],[1.9235170409956481],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
110,0,110,[np.float64(0.2783333333333333)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.2382906249840744],['target'],110,0,110,0,204.69660737499362,,5,204.68948270898545,204.69660737499362,204.69660737499362,0.01152175001334399,205.92782654199982,[np.float64(0.2783333333333333)],[np.float64(0.15333333333333332)],[1],[0],[0],[1.2382906249840744],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
111,0,111,[np.float64(-0.235)],[np.float64(-0.36)],[1],[0],[0],[1.4869200410030317],['target'],111,0,111,0,205.94633924998925,,5,205.9397945839737,205.94633924998925,205.94633924998925,0.01183050000690855,207.42677849999745,[np.float64(-0.235)],[np.float64(-0.36)],[1],[0],[0],[1.4869200410030317],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
112,0,112,[np.float64(0.42333333333333334)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.462186999997357],['target'],112,0,112,0,207.45708966697566,,10,207.44832495899755,207.45708966697566,207.45708966697566,0.021369708993006498,208.91054308399907,[np.float64(0.42333333333333334)],[np.float64(-0.13333333333333333)],[1],[0],[0],[1.462186999997357],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
113,0,113,[np.float64(0.19166666666666668)],[np.float64(-0.4)],[1],[0],[0],[1.8088857090042438],['target'],113,0,113,0,208.9270073339867,,5,208.9205223339959,208.9270073339867,208.9270073339867,0.009840708982665092,210.72947020898573,[np.float64(0.19166666666666668)],[np.float64(-0.4)],[1],[0],[0],[1.8088857090042438],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
114,0,114,[np.float64(0.235)],[np.float64(-0.295)],[1],[0],[0],[0.7853142920066603],['target'],114,0,114,0,210.7489140839898,,5,210.74188679197687,210.7489140839898,210.7489140839898,0.01223508402472362,211.52725658399868,[np.float64(0.235)],[np.float64(-0.295)],[1],[0],[0],[0.7853142920066603],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
115,0,115,[np.float64(-0.15)],[np.float64(-0.06833333333333333)],[1],[0],[0],[1.4962368750129826],['target'],115,0,115,0,211.55593720899196,,10,211.54786004198832,211.55593720899196,211.55593720899196,0.02043912501540035,213.04413670898066,[np.float64(-0.15)],[np.float64(-0.06833333333333333)],[1],[0],[0],[1.4962368750129826],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
116,0,116,[np.float64(0.295)],[np.float64(-0.18833333333333332)],[1],[0],[0],[1.5141614169988316],['target'],116,0,116,0,213.07011837497703,,10,213.0628056669957,213.07011837497703,213.07011837497703,0.018513749993871897,214.57700462499633,[np.float64(0.295)],[np.float64(-0.18833333333333332)],[1],[0],[0],[1.5141614169988316],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
117,0,117,[np.float64(-0.485)],[np.float64(0.34)],[1],[0],[0],[2.5168253750016447],['target'],117,0,117,0,214.60110670898575,,10,214.59419599999092,214.60110670898575,214.60110670898575,0.017054083989933133,217.11107062498922,[np.float64(-0.485)],[np.float64(0.34)],[1],[0],[0],[2.5168253750016447],['target'],2,001,2025-09-28_16h49.31.421,Visual Search Experiment,,2025.1.1,None,2025-09-28 16h49.37.936172 +0530,
