stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
88,5,1.0,107.37124491700524,,107.359428708005,107.37124491700524,107.8592728750009,107.8592728750009,107.8592728750009,108.15776512500452,108.7064442080009,left,-1.0,1,1,0.8393902919997345,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
89,5,1.0,108.71313429200382,,108.70678200000111,108.71313429200382,109.20450250000431,109.20450250000431,109.20450250000431,109.49113495799975,110.02602716700494,left,-1.0,1,1,0.8180633329975535,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
90,5,1.0,110.03780670800188,,110.02628887500032,110.03780670800188,110.52563725000073,110.52563725000073,110.52563725000073,110.82444200000464,111.48953120800434,left,-1.0,1,1,0.9509264580046874,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
91,5,1.0,111.49638958300056,,111.48989941699983,111.49638958300056,111.98785195800156,111.98785195800156,111.98785195800156,112.27508304200455,112.80680583300273,right,1.0,1,1,0.8166974159976235,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
92,5,1.0,112.81145025000296,,112.80722287500248,112.81145025000296,113.30436512500455,113.30436512500455,113.30436512500455,113.59143483300431,114.07366466700478,right,1.0,1,1,0.7550831670014304,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
93,5,1.0,114.08110491700063,,114.07431054200424,114.08110491700063,114.57110504199954,114.57110504199954,114.57110504199954,114.85786958300014,115.30689754200284,left,-1.0,0,0,0.7244282499959809,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
94,5,6.0,115.3140732920001,,115.30738112499967,115.3140732920001,115.80447858299885,115.80447858299885,115.80447858299885,116.09096779199899,116.68988995800464,right,6.0,0,0,0.8729118749979534,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
95,5,11.0,116.6972067500028,,116.69049879199883,116.6972067500028,117.18789729200216,117.18789729200216,117.18789729200216,117.47452825000073,117.93929875000322,right,11.0,1,1,0.7493769159991643,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
96,5,11.0,117.94345116700424,,117.93960233300459,117.94345116700424,118.43796291699982,118.43796291699982,118.43796291699982,118.72414912500244,119.25686595799925,right,11.0,1,1,0.8133745829982217,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
97,5,11.0,119.2616832499989,,119.25746391700523,119.2616832499989,119.75464266700146,119.75464266700146,119.75464266700146,120.04088366700307,120.44219516700105,right,11.0,1,1,0.6835827500035521,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
98,5,6.0,120.45455145800224,,120.44247787500353,120.45455145800224,120.93791887500265,120.93791887500265,120.93791887500265,121.22503695799969,121.54012441699888,left,-6.0,1,1,0.5964334169984795,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
99,5,6.0,121.54479554200225,,121.54071487500187,121.54479554200225,122.03768754200428,122.03768754200428,122.03768754200428,122.32507258300029,122.80597966700589,right,6.0,1,1,0.7626892089974717,1,001,2025-09-02_20h30.21.564,adaptive_staircase,,2025.1.1,None,2025-09-02 20h30.28.813118 +0530,
